Temperature read started at 2017-10-31 10:04:17 (EDT)
Time (s)	Ambient (C)	Plate (C)	Sample (C)
1509470576	27.65		-0.29		19.71
1509470650	27.69		-0.29		19.71
1509470724	27.85		-0.29		19.74
1509470798	27.93		-0.15		19.68
1509470872	27.93		0.00		19.71
1509470946	27.97		-0.53		19.68
1509471020	27.97		-0.15		19.65
1509471094	27.97		-0.15		19.50
1509471168	27.97		0.09		19.62
1509471242	28.08		-0.29		19.53
1509471316	28.12		-0.41		19.56
Temperature read started at 2017-10-31 13:36:42 (EDT)
Time (s)	Ambient (C)	Plate (C)	Sample (C)
1509471493	28.01		-0.59		19.59
1509471567	27.69		-0.12		19.50
1509471641	27.54		-0.35		19.53
1509471715	27.15		-0.03		19.50
1509471789	26.87		-0.32		19.47
1509471863	26.52		-0.73		19.41
1509471937	26.36		-0.06		19.38
1509472011	26.21		-0.09		19.44
1509472085	26.17		-0.09		19.27
1509472159	26.13		-0.21		19.35
1509472233	26.13		-0.47		19.30
1509472307	26.17		-0.41		19.30
1509472381	26.29		-0.62		19.30
1509472455	26.32		-0.82		19.12
1509472529	26.44		-0.56		19.15
1509472603	26.48		-0.26		19.15
1509472677	26.64		-0.79		19.18
1509472751	26.68		-0.62		19.24
1509472825	26.75		-0.32		19.09
1509472899	26.91		-0.79		19.12
1509472973	26.91		-0.79		19.18
1509473047	27.15		-0.15		19.09
1509473121	27.07		-0.47		19.15
1509473195	27.18		-0.29		19.21
1509473269	27.22		-0.82		19.15
1509473343	27.30		-0.56		19.15
1509473417	27.54		-0.23		19.00
1509473491	27.46		-0.56		19.03
1509473565	27.50		-0.59		19.03
1509473639	27.50		-0.53		19.06
1509473713	27.65		-0.67		18.97
1509473787	27.69		-0.82		19.06
1509473861	27.69		-0.70		19.03
1509473936	27.65		-0.23		19.06
1509474010	27.81		-0.32		19.15
1509474084	27.97		-0.53		18.94
1509474158	27.85		-0.26		19.03
1509474232	27.89		-0.82		19.03
Temperature read started at 2017-10-31 14:26:51 (EDT)
Time (s)	Ambient (C)	Plate (C)	Sample (C)
1509474502	28.04		-0.21		18.94
1509474576	28.08		-0.44		18.97
1509474650	28.16		-0.29		19.00
1509474724	28.01		-0.62		18.86
1509474798	27.93		-0.65		18.91
1509474872	27.58		-0.59		18.91
1509474946	27.30		-0.21		18.94
1509475020	26.95		-0.88		18.83
1509475094	26.75		-0.32		18.77
1509475168	26.75		-0.50		18.83
1509475243	26.52		-0.73		18.80
1509475317	26.56		-0.47		18.83
1509475391	26.52		-0.38		18.77
1509475465	26.64		-0.38		18.77
1509475539	26.60		-0.56		18.74
1509475613	26.75		-0.65		18.65
1509475687	26.83		-0.32		18.77
1509475761	26.79		-0.47		18.77
1509475835	26.87		-1.11		18.68
1509475909	27.11		-0.62		18.65
